0	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2	4.85E+00	2.59E+01	2.70E-01	4.51E-01
3	3.26E+01	2.64E+01	1.03E+01	2.71E-01
4	2.95E+01	1.94E+01	1.19E+00	2.66E-01
5	1.10E+01	1.70E+01	2.66E+00	1.23E-01
6	2.49E+01	2.09E+01	2.05E+00	1.51E-01
7	3.96E+01	2.66E+01	4.06E-01	2.34E-01
8	2.20E+01	4.13E+00	1.91E+00	2.36E-01
9	1.71E+01	1.94E+01	1.96E+00	1.72E-01
10	8.70E+00	1.11E+01	1.37E+00	1.72E-01
11	1.38E+01	7.69E+00	8.25E-01	1.62E-01
12	1.36E+01	6.39E+00	1.98E-01	1.62E-01
13	1.20E+01	3.80E+00	8.00E-01	1.62E-01
14	1.14E+01	6.29E-03	3.26E-01	5.96E-01
15	7.61E+00	6.29E-03	5.99E-01	3.58E-01
16	9.67E+00	6.29E-03	5.12E-01	3.24E-01
17	3.54E+00	2.97E-03	7.83E-01	3.24E-01
18	5.75E+00	1.52E-03	6.41E-01	3.18E-01
19	6.95E+00	1.52E-03	1.93E-01	3.52E-01
20	4.75E+00	1.52E-03	2.91E-01	5.99E-01
21	2.00E-03	1.78E-03	2.45E-01	3.82E-01
22	3.53E+00	1.82E-03	4.50E-01	3.40E-01
23	3.46E+00	1.80E-03	9.36E-01	3.40E-01
24	4.03E+00	1.67E-03	9.40E-01	3.95E-01
25	6.69E-01	1.52E-03	8.39E-01	3.95E-01
26	6.73E-03	1.94E-03	7.86E-01	3.95E-01
27	4.16E+00	1.67E-03	1.03E+00	3.95E-01
28	2.49E+00	1.67E-03	1.36E+00	3.95E-01
29	5.17E+00	1.47E-03	8.86E-01	3.95E-01
30	2.96E-02	1.47E-03	9.10E-01	3.95E-01
31	1.00E-04	8.59E-04	8.67E-01	3.95E-01
32	4.48E-05	8.59E-04	9.48E-01	3.85E-01
33	1.48E-05	8.59E-04	1.09E+00	3.85E-01
34	8.74E-05	8.35E-04	3.64E-01	3.85E-01
35	7.63E-01	2.87E-04	9.83E-01	3.85E-01
36	5.48E-05	2.87E-04	1.02E+00	4.27E-01
37	1.70E+00	2.87E-04	1.08E+00	4.27E-01
38	1.01E+00	2.87E-04	1.15E+00	4.27E-01
39	2.01E+00	2.19E-04	1.17E+00	4.27E-01
40	2.06E+00	2.19E-04	1.22E+00	4.27E-01
41	7.38E-05	2.19E-04	1.18E+00	4.27E-01
42	8.94E-01	2.19E-04	1.21E+00	4.27E-01
43	1.73E+00	2.02E-04	1.25E+00	4.27E-01
44	6.58E-06	1.28E-04	1.27E+00	4.27E-01
45	3.95E-06	1.28E-04	1.24E+00	4.27E-01
46	1.12E+00	1.28E-04	1.24E+00	3.82E-01
47	7.97E-01	1.28E-04	1.24E+00	3.77E-01
48	9.96E-01	1.87E-04	1.24E+00	3.77E-01
49	5.55E-06	1.87E-04	1.11E+00	3.77E-01
50	6.23E-06	1.61E-04	1.11E+00	3.72E-01
51	1.60E+00	1.03E-04	1.11E+00	3.72E-01
