0	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2	3.61E-01	4.48E-01	6.65E-01	6.58E-01
3	3.21E-01	3.82E-01	6.12E-01	6.26E-01
4	2.82E-01	3.51E-01	5.57E-01	5.96E-01
5	2.48E-01	3.10E-01	5.02E-01	5.52E-01
6	2.19E-01	2.82E-01	4.88E-01	5.25E-01
7	1.98E-01	2.68E-01	4.70E-01	4.93E-01
8	1.90E-01	2.51E-01	4.41E-01	4.56E-01
9	1.58E-01	2.51E-01	4.19E-01	4.43E-01
10	1.48E-01	2.42E-01	4.02E-01	4.31E-01
11	1.36E-01	2.24E-01	3.77E-01	4.07E-01
12	1.32E-01	2.16E-01	3.77E-01	4.01E-01
13	1.32E-01	2.05E-01	3.72E-01	3.88E-01
14	1.30E-01	1.95E-01	3.70E-01	3.88E-01
15	1.21E-01	1.87E-01	3.56E-01	3.87E-01
16	1.18E-01	1.81E-01	3.55E-01	3.79E-01
17	1.09E-01	1.74E-01	3.53E-01	3.54E-01
18	1.03E-01	1.65E-01	3.41E-01	3.45E-01
19	9.79E-02	1.61E-01	3.15E-01	3.32E-01
20	9.37E-02	1.54E-01	3.06E-01	3.22E-01
21	9.08E-02	1.46E-01	2.96E-01	3.15E-01
22	8.28E-02	1.42E-01	2.89E-01	3.08E-01
23	7.82E-02	1.38E-01	2.86E-01	3.01E-01
24	6.84E-02	1.28E-01	2.82E-01	2.88E-01
25	6.57E-02	1.26E-01	2.80E-01	2.79E-01
26	6.26E-02	1.21E-01	2.70E-01	2.71E-01
27	5.93E-02	1.18E-01	2.70E-01	2.69E-01
28	5.75E-02	1.14E-01	2.62E-01	2.59E-01
29	5.75E-02	1.09E-01	2.52E-01	2.53E-01
30	5.60E-02	1.05E-01	2.50E-01	2.46E-01
31	4.97E-02	1.01E-01	2.46E-01	2.42E-01
32	4.61E-02	9.94E-02	2.42E-01	2.35E-01
33	4.51E-02	9.79E-02	2.41E-01	2.29E-01
34	4.39E-02	9.40E-02	2.37E-01	2.22E-01
35	4.07E-02	9.00E-02	2.28E-01	2.20E-01
36	3.89E-02	8.78E-02	2.24E-01	2.14E-01
37	3.71E-02	8.49E-02	2.18E-01	2.06E-01
38	3.54E-02	8.16E-02	2.07E-01	1.96E-01
39	3.37E-02	8.04E-02	2.06E-01	1.91E-01
40	3.26E-02	7.75E-02	2.02E-01	1.87E-01
41	3.00E-02	7.38E-02	1.95E-01	1.85E-01
42	2.89E-02	7.13E-02	1.95E-01	1.80E-01
43	2.69E-02	7.02E-02	1.88E-01	1.79E-01
44	2.69E-02	6.74E-02	1.85E-01	1.73E-01
45	2.69E-02	6.51E-02	1.77E-01	1.67E-01
46	2.69E-02	6.23E-02	1.72E-01	1.63E-01
47	2.54E-02	6.05E-02	1.65E-01	1.59E-01
48	2.22E-02	5.86E-02	1.61E-01	1.54E-01
49	2.20E-02	5.78E-02	1.57E-01	1.52E-01
50	2.04E-02	5.73E-02	1.55E-01	1.48E-01
51	1.98E-02	5.51E-02	1.51E-01	1.45E-01
