0	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2	7.79E+00	1.17E+01	1.69E+01	2.04E+01
3	7.45E+00	1.17E+01	1.69E+01	2.04E+01
4	6.94E+00	1.17E+01	1.42E+01	2.04E+01
5	5.14E+00	1.09E+01	1.42E+01	1.85E+01
6	5.14E+00	1.05E+01	1.42E+01	1.85E+01
7	5.14E+00	1.05E+01	1.42E+01	1.65E+01
8	5.14E+00	1.05E+01	1.42E+01	1.65E+01
9	5.14E+00	9.03E+00	1.32E+01	1.65E+01
10	4.67E+00	5.30E+00	1.32E+01	1.50E+01
11	4.67E+00	5.30E+00	1.32E+01	1.33E+01
12	3.71E+00	5.30E+00	1.32E+01	1.31E+01
13	3.42E+00	5.21E+00	1.32E+01	1.31E+01
14	3.42E+00	5.21E+00	1.32E+01	1.30E+01
15	2.77E+00	5.21E+00	1.32E+01	1.30E+01
16	2.58E+00	5.21E+00	1.30E+01	1.02E+01
17	2.58E+00	5.21E+00	1.19E+01	1.02E+01
18	2.21E+00	3.63E+00	1.19E+01	1.02E+01
19	2.03E+00	2.60E+00	9.42E+00	1.02E+01
20	2.03E+00	2.60E+00	9.42E+00	1.02E+01
21	1.79E+00	2.60E+00	7.76E+00	1.02E+01
22	1.79E+00	2.60E+00	7.76E+00	8.43E+00
23	1.16E+00	2.55E+00	7.76E+00	8.43E+00
24	1.14E+00	1.99E+00	7.76E+00	8.43E+00
25	1.12E+00	1.99E+00	6.39E+00	8.43E+00
26	1.10E+00	1.67E+00	6.39E+00	7.18E+00
27	9.54E-01	1.54E+00	6.39E+00	7.18E+00
28	9.43E-01	1.47E+00	6.39E+00	7.17E+00
29	9.23E-01	1.37E+00	6.39E+00	7.17E+00
30	8.00E-01	1.30E+00	6.39E+00	4.19E+00
31	7.93E-01	1.00E+00	6.39E+00	4.19E+00
32	7.78E-01	1.00E+00	5.37E+00	4.19E+00
33	6.81E-01	9.27E-01	5.37E+00	4.19E+00
34	6.68E-01	8.10E-01	5.37E+00	4.19E+00
35	6.67E-01	7.89E-01	5.21E+00	4.19E+00
36	6.67E-01	7.51E-01	5.21E+00	4.19E+00
37	6.67E-01	7.51E-01	4.93E+00	4.19E+00
38	6.61E-01	7.19E-01	3.43E+00	3.30E+00
39	6.41E-01	6.76E-01	3.30E+00	3.30E+00
40	6.33E-01	6.46E-01	3.30E+00	3.30E+00
41	6.33E-01	6.22E-01	3.30E+00	3.30E+00
42	5.99E-01	5.97E-01	3.30E+00	3.14E+00
43	5.99E-01	5.89E-01	2.08E+00	3.14E+00
44	5.97E-01	5.89E-01	2.08E+00	2.99E+00
45	5.79E-01	5.89E-01	2.06E+00	2.98E+00
46	5.78E-01	5.89E-01	2.06E+00	2.53E+00
47	5.74E-01	5.68E-01	2.06E+00	2.53E+00
48	5.74E-01	5.37E-01	2.01E+00	2.10E+00
49	5.49E-01	5.11E-01	2.01E+00	2.10E+00
50	5.32E-01	5.09E-01	2.00E+00	1.77E+00
51	5.32E-01	4.91E-01	2.00E+00	1.66E+00
