0.000000e+00	0.000000e+00	6.000000e+00
0.000000e+00	6.500000e-02	5.897625e+00
0.000000e+00	1.300000e-01	5.747686e+00
0.000000e+00	1.950000e-01	5.616911e+00
0.000000e+00	2.600000e-01	5.574270e+00
0.000000e+00	6.400000e-01	5.519162e+00
0.000000e+00	6.960000e-01	5.114025e+00
0.000000e+00	7.520000e-01	4.706328e+00
0.000000e+00	8.080000e-01	4.406922e+00
0.000000e+00	8.640000e-01	4.307837e+00
6.500000e-02	0.000000e+00	5.897625e+00
6.500000e-02	6.500000e-02	5.795249e+00
6.500000e-02	1.300000e-01	5.645310e+00
6.500000e-02	1.950000e-01	5.514536e+00
6.500000e-02	2.600000e-01	5.471894e+00
6.500000e-02	6.400000e-01	5.416786e+00
6.500000e-02	6.960000e-01	5.011650e+00
6.500000e-02	7.520000e-01	4.603952e+00
6.500000e-02	8.080000e-01	4.304546e+00
6.500000e-02	8.640000e-01	4.205462e+00
1.300000e-01	0.000000e+00	5.747686e+00
1.300000e-01	6.500000e-02	5.645310e+00
1.300000e-01	1.300000e-01	5.495371e+00
1.300000e-01	1.950000e-01	5.364597e+00
1.300000e-01	2.600000e-01	5.321955e+00
1.300000e-01	6.400000e-01	5.266847e+00
1.300000e-01	6.960000e-01	4.861711e+00
1.300000e-01	7.520000e-01	4.454013e+00
1.300000e-01	8.080000e-01	4.154607e+00
1.300000e-01	8.640000e-01	4.055523e+00
1.950000e-01	0.000000e+00	5.616911e+00
1.950000e-01	6.500000e-02	5.514536e+00
1.950000e-01	1.300000e-01	5.364597e+00
1.950000e-01	1.950000e-01	5.233823e+00
1.950000e-01	2.600000e-01	5.191181e+00
1.950000e-01	6.400000e-01	5.136073e+00
1.950000e-01	6.960000e-01	4.730937e+00
1.950000e-01	7.520000e-01	4.323239e+00
1.950000e-01	8.080000e-01	4.023833e+00
1.950000e-01	8.640000e-01	3.924748e+00
2.600000e-01	0.000000e+00	5.574270e+00
2.600000e-01	6.500000e-02	5.471894e+00
2.600000e-01	1.300000e-01	5.321955e+00
2.600000e-01	1.950000e-01	5.191181e+00
2.600000e-01	2.600000e-01	5.148540e+00
2.600000e-01	6.400000e-01	5.093431e+00
2.600000e-01	6.960000e-01	4.688295e+00
2.600000e-01	7.520000e-01	4.280597e+00
2.600000e-01	8.080000e-01	3.981191e+00
2.600000e-01	8.640000e-01	3.882107e+00
6.400000e-01	0.000000e+00	5.519162e+00
6.400000e-01	6.500000e-02	5.416786e+00
6.400000e-01	1.300000e-01	5.266847e+00
6.400000e-01	1.950000e-01	5.136073e+00
6.400000e-01	2.600000e-01	5.093431e+00
6.400000e-01	6.400000e-01	5.038323e+00
6.400000e-01	6.960000e-01	4.633187e+00
6.400000e-01	7.520000e-01	4.225489e+00
6.400000e-01	8.080000e-01	3.926083e+00
6.400000e-01	8.640000e-01	3.826999e+00
6.960000e-01	0.000000e+00	5.114025e+00
6.960000e-01	6.500000e-02	5.011650e+00
6.960000e-01	1.300000e-01	4.861711e+00
6.960000e-01	1.950000e-01	4.730937e+00
6.960000e-01	2.600000e-01	4.688295e+00
6.960000e-01	6.400000e-01	4.633187e+00
6.960000e-01	6.960000e-01	4.228051e+00
6.960000e-01	7.520000e-01	3.820353e+00
6.960000e-01	8.080000e-01	3.520947e+00
6.960000e-01	8.640000e-01	3.421863e+00
7.520000e-01	0.000000e+00	4.706328e+00
7.520000e-01	6.500000e-02	4.603952e+00
7.520000e-01	1.300000e-01	4.454013e+00
7.520000e-01	1.950000e-01	4.323239e+00
7.520000e-01	2.600000e-01	4.280597e+00
7.520000e-01	6.400000e-01	4.225489e+00
7.520000e-01	6.960000e-01	3.820353e+00
7.520000e-01	7.520000e-01	3.412655e+00
7.520000e-01	8.080000e-01	3.113249e+00
7.520000e-01	8.640000e-01	3.014165e+00
8.080000e-01	0.000000e+00	4.406922e+00
8.080000e-01	6.500000e-02	4.304546e+00
8.080000e-01	1.300000e-01	4.154607e+00
8.080000e-01	1.950000e-01	4.023833e+00
8.080000e-01	2.600000e-01	3.981191e+00
8.080000e-01	6.400000e-01	3.926083e+00
8.080000e-01	6.960000e-01	3.520947e+00
8.080000e-01	7.520000e-01	3.113249e+00
8.080000e-01	8.080000e-01	2.813843e+00
8.080000e-01	8.640000e-01	2.714759e+00
8.640000e-01	0.000000e+00	4.307837e+00
8.640000e-01	6.500000e-02	4.205462e+00
8.640000e-01	1.300000e-01	4.055523e+00
8.640000e-01	1.950000e-01	3.924748e+00
8.640000e-01	2.600000e-01	3.882107e+00
8.640000e-01	6.400000e-01	3.826999e+00
8.640000e-01	6.960000e-01	3.421863e+00
8.640000e-01	7.520000e-01	3.014165e+00
8.640000e-01	8.080000e-01	2.714759e+00
8.640000e-01	8.640000e-01	2.615674e+00
