# This file contains the data of all generations
# of objectives = 3, # of constraints = 0, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
5.052530e+00	2.191516e+01	1.071924e-01	2.293424e+00	1.745172e+00	0.000000e+00	4	1.000000e+14
4.688235e+00	1.501109e+01	8.135152e-02	-2.729675e+00	-1.959370e+00	0.000000e+00	1	1.000000e+14
1.228424e+00	1.742295e+01	1.762706e-01	1.222436e+00	1.638067e+00	0.000000e+00	2	1.000000e+14
1.300851e+00	1.621556e+01	1.845065e-01	-1.655327e+00	1.008972e+00	0.000000e+00	2	4.553894e-02
1.304176e+00	1.546467e+01	1.676298e-01	-5.205241e-01	2.079307e+00	0.000000e+00	2	3.437352e-02
4.620964e+00	1.510558e+01	9.417930e-02	-2.678870e+00	-1.559932e+00	0.000000e+00	2	1.000000e+14
1.241917e+00	1.506009e+01	1.796836e-01	1.730427e-01	1.994636e+00	0.000000e+00	1	3.423007e-01
5.028723e+00	4.103194e+01	1.036464e-01	1.882128e+00	-2.255552e+00	0.000000e+00	4	1.000000e+14
1.234540e+00	1.817664e+01	1.736112e-01	-9.274883e-01	-1.856519e+00	0.000000e+00	2	1.307221e-01
1.267442e+00	3.042893e+01	1.699719e-01	2.089284e+00	-3.419973e-01	0.000000e+00	2	1.511995e-01
8.193379e+00	5.383513e+01	6.351133e-02	2.460418e+00	-2.948128e+00	0.000000e+00	2	1.000000e+14
1.460481e+00	3.350914e+01	1.615133e-01	1.881795e+00	-1.161240e+00	0.000000e+00	2	4.485344e-01
1.364338e+00	1.516931e+01	1.876284e-01	-1.612457e+00	-9.913915e-01	0.000000e+00	2	8.415281e-03
8.055850e-01	1.522542e+01	1.179163e-02	-6.758115e-01	3.148407e-01	0.000000e+00	1	1.000000e+14
1.314481e+00	1.503341e+01	9.130975e-02	-9.002391e-01	4.048333e-01	0.000000e+00	1	5.673198e-01
4.722910e+00	1.597475e+01	9.602868e-02	-2.904605e+00	-9.833629e-01	0.000000e+00	3	1.000000e+14
4.945117e+00	1.523102e+01	1.120538e-01	1.893243e-01	2.802822e+00	0.000000e+00	3	1.000000e+14
4.596557e+00	1.700744e+01	1.184061e-01	-2.717231e+00	-1.198633e-01	0.000000e+00	2	1.164261e-01
1.867610e+00	1.751851e+01	1.947244e-01	9.704382e-01	1.220623e+00	0.000000e+00	3	1.000000e+14
4.109515e+00	1.521418e+01	1.245472e-01	7.642568e-01	2.525552e+00	0.000000e+00	2	2.684006e-01
# gen = 2
6.722561e-01	1.544545e+01	-9.753533e-03	-6.758115e-01	4.546410e-02	0.000000e+00	1	0.000000e+00
