9.763919e-02	9.629840e-02	1.095477e-01	4.623642e-02	1.003919e-01	4.867007e-02	1.825261e-02	1.111599e-01	2.404022e-02	9.716904e-01	
1.061015e-01	2.240564e-02	1.405829e-02	6.955577e-02	1.339675e-01	2.054186e-02	1.086466e-01	9.661966e-02	6.807485e-01	6.945814e-01	
8.074340e-02	9.299090e-02	2.667433e-21	5.383841e-02	1.491849e-01	3.596217e-02	1.510589e-01	1.272475e-01	9.569571e-01	1.116385e-01	
6.513586e-02	9.512940e-02	9.018032e-02	1.534617e-01	1.246033e-01	1.135184e-01	2.795720e-04	6.505192e-01	2.759423e-02	7.118578e-01	
1.132836e-01	9.422640e-31	8.874649e-02	1.381859e-01	1.111456e-01	6.028289e-02	6.932510e-02	7.181403e-01	6.474972e-01	9.153221e-02	
9.429639e-02	5.597691e-02	8.590743e-02	1.337652e-01	1.075899e-01	5.654395e-02	6.757255e-02	9.686975e-01	6.864176e-72	9.487287e-02	
1.026813e-01	1.051956e-01	1.621647e-01	9.645417e-02	9.101101e-02	1.159496e-01	6.328826e-01	9.177366e-02	8.611247e-76	7.158471e-01	
9.000374e-02	7.150353e-02	6.754601e-02	4.021164e-02	1.313752e-01	3.168285e-48	6.990910e-01	1.208332e-01	6.785456e-01	2.635844e-34	
9.122575e-02	1.334416e-01	3.765511e-02	4.007536e-02	9.751676e-03	8.051526e-02	6.965005e-01	6.911588e-01	3.833671e-02	2.420842e-51	
9.074805e-02	5.459211e-02	8.457398e-02	2.614138e-02	2.112005e-02	7.421707e-02	9.768354e-01	3.653654e-02	9.719604e-02	1.001020e-01	
1.104863e-01	8.777588e-02	8.416470e-02	5.620306e-02	8.011818e-02	6.595000e-01	3.840375e-02	1.153334e-01	6.663205e-02	7.136332e-01	
8.548309e-02	9.286676e-02	7.020148e-03	3.454170e-02	1.463862e-01	7.317961e-01	9.386872e-02	7.307550e-02	6.357609e-01	8.694245e-02	
6.868617e-02	1.010778e-01	1.158079e-01	1.259967e-01	5.852109e-02	6.700045e-01	1.282644e-01	6.859374e-01	1.208500e-01	8.344645e-02	
1.289670e-01	1.578970e-01	7.512238e-02	3.401063e-02	1.056138e-15	6.282593e-01	7.257309e-01	6.985039e-02	7.627695e-02	1.414113e-01	
8.772907e-02	6.957165e-02	6.465801e-03	3.178626e-02	8.222360e-02	9.662621e-01	1.216096e-01	9.792697e-02	1.144142e-01	1.033089e-01	
5.203287e-02	4.622305e-02	7.694357e-02	1.240909e-01	6.853923e-01	1.096567e-64	7.167980e-02	1.326368e-01	2.488636e-02	6.933459e-01	
1.078304e-01	1.214930e-01	9.471637e-02	4.386703e-02	6.545846e-01	1.078345e-01	8.662788e-02	8.152415e-02	7.064350e-01	9.702333e-02	
1.135627e-01	1.202418e-01	1.027220e-01	4.476514e-02	6.768792e-01	6.205154e-71	5.902546e-02	6.889346e-01	1.134939e-01	1.699252e-01	
1.240065e-01	1.010054e-01	9.441523e-02	2.956598e-10	6.922164e-01	3.329173e-03	6.828375e-01	8.707127e-02	1.124124e-01	6.284738e-06	
5.266773e-02	5.707257e-02	8.618320e-02	1.944581e-156	7.349367e-01	6.493440e-01	9.947838e-02	1.394894e-07	8.160765e-02	9.159900e-02	
5.732665e-02	3.255785e-02	7.297816e-02	1.176275e-01	9.713142e-01	5.521814e-02	9.921131e-02	1.156921e-01	2.729970e-02	7.764379e-02	
2.241228e-02	1.090828e-01	6.205611e-03	6.496818e-01	1.597605e-01	1.469351e-01	6.847635e-02	6.240356e-02	4.026218e-05	7.140139e-01	
8.464439e-02	1.225217e-01	1.562253e-02	6.638678e-01	8.113899e-06	6.694777e-02	6.922450e-02	6.261755e-02	7.213179e-01	5.817597e-02	
1.272426e-01	9.864397e-02	9.260596e-03	6.681594e-01	1.280083e-01	4.999646e-02	6.952123e-02	6.939535e-01	1.386202e-01	7.562696e-02	
6.313112e-02	1.089057e-01	7.394698e-03	7.176168e-01	1.189130e-01	1.272697e-01	6.498696e-01	1.089687e-31	9.293832e-02	8.848435e-02	
1.331040e-03	4.751658e-02	4.483630e-02	6.933932e-01	1.138456e-01	6.745543e-01	1.348225e-01	7.474131e-02	1.051916e-01	1.104233e-01	
9.869924e-02	7.652640e-02	6.946223e-03	6.413439e-01	7.218693e-01	8.987070e-02	1.098937e-01	7.684433e-02	1.238434e-01	1.026799e-01	
6.333124e-02	9.169587e-02	9.320364e-02	9.650121e-01	2.748787e-02	9.603977e-02	9.887830e-02	8.239616e-02	1.331751e-01	5.817597e-02	
1.438217e-01	1.417115e-01	6.684534e-01	6.953901e-02	1.199785e-01	5.651494e-02	1.041045e-01	1.812715e-06	8.099632e-02	6.874657e-01	
1.121265e-01	7.794961e-02	6.632846e-01	1.017661e-11	9.819645e-02	1.119329e-01	6.881672e-03	1.639160e-01	6.886459e-01	1.777509e-01	
4.986458e-02	1.043741e-02	6.746205e-01	9.572821e-02	1.259321e-01	3.561527e-66	1.107545e-01	6.962646e-01	1.204381e-01	7.558783e-02	
