# This file contains the data of all generations
# of objectives = 3, # of constraints = 0, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
1.229575e+00	1.679989e+01	1.749648e-01	1.093424e+00	1.745198e+00	0.000000e+00	2	1.000000e+14
1.837871e+00	1.530509e+01	1.956908e-01	-1.529677e+00	4.406303e-01	0.000000e+00	3	1.898633e-02
3.066766e+00	1.533756e+01	1.360904e-01	-2.377550e+00	-7.619332e-01	0.000000e+00	3	7.796303e-02
1.966386e+00	1.542027e+01	1.506200e-01	7.446869e-01	2.208971e+00	0.000000e+00	3	1.689039e-01
1.386525e+00	1.506369e+01	1.020039e-01	-5.205241e-01	8.792934e-01	0.000000e+00	1	1.241779e-01
1.501114e+00	2.765866e+01	1.922290e-01	9.211298e-01	-1.559935e+00	0.000000e+00	3	1.466042e-01
8.183485e+00	5.404723e+01	6.455485e-02	2.573044e+00	-2.805354e+00	0.000000e+00	2	1.000000e+14
5.028723e+00	4.103194e+01	1.036464e-01	1.882129e+00	-2.255553e+00	0.000000e+00	5	1.000000e+14
1.234550e+00	1.817644e+01	1.736092e-01	-9.275398e-01	-1.856519e+00	0.000000e+00	2	2.197798e-02
4.657951e+00	1.655573e+01	1.175011e-01	-2.710760e+00	-3.419927e-01	0.000000e+00	2	1.343767e-02
4.683270e+00	2.246385e+01	9.530806e-02	2.460418e+00	1.851871e+00	0.000000e+00	2	3.806762e-02
1.807486e+00	1.794166e+01	1.637827e-01	-5.182054e-01	-1.161284e+00	0.000000e+00	3	1.196705e-01
4.621695e+00	1.518899e+01	1.180414e-01	7.875427e-01	2.608556e+00	0.000000e+00	2	1.288260e-01
1.756042e+00	1.519219e+01	1.963448e-01	-6.758076e-01	1.514841e+00	0.000000e+00	3	1.247426e-02
4.646739e+00	3.133388e+01	1.176701e-01	2.699744e+00	4.048330e-01	0.000000e+00	3	1.488350e-01
1.766691e+00	2.921499e+01	1.542155e-01	6.953781e-01	-2.183361e+00	0.000000e+00	4	3.607982e-01
2.603117e+00	3.420276e+01	1.415753e-01	1.389316e+00	-1.997165e+00	0.000000e+00	3	1.191418e-01
1.722532e-01	1.637527e+01	-8.364101e-02	-3.172310e-01	-1.198700e-01	0.000000e+00	1	5.421533e-01
4.841542e+00	1.763854e+01	1.143786e-01	-1.429563e+00	-2.379398e+00	0.000000e+00	2	2.567219e-02
1.888234e+00	1.666485e+01	1.934600e-01	7.642574e-01	1.325553e+00	0.000000e+00	4	1.390350e-01
1.268938e+00	1.500125e+01	1.823648e-01	-1.833882e+00	-7.130383e-01	0.000000e+00	1	1.000000e+14
1.848989e+00	1.512010e+01	1.706917e-01	-1.256984e+00	-3.745320e-01	0.000000e+00	3	1.000000e+14
1.892369e+00	1.500282e+01	1.518870e-01	-2.030247e+00	-1.116709e+00	0.000000e+00	1	6.770306e-02
1.373970e+00	1.773372e+01	1.001502e-01	7.037579e-01	7.323744e-01	0.000000e+00	2	3.794762e-02
5.049287e+00	1.999852e+01	1.076417e-01	-2.668509e+00	1.069947e+00	0.000000e+00	3	1.212653e-01
3.337821e+00	1.535523e+01	1.330735e-01	-1.221942e-01	2.529688e+00	0.000000e+00	3	3.705591e-02
4.813048e+00	2.127511e+01	9.773246e-02	-2.286776e+00	1.997820e+00	0.000000e+00	3	1.000000e+14
4.240655e+00	2.836762e+01	1.230098e-01	2.767852e-01	-2.644118e+00	0.000000e+00	3	1.024609e-01
4.817890e+00	1.511694e+01	8.036883e-02	-2.532512e+00	-2.242139e+00	0.000000e+00	1	3.225763e-01
2.707439e+00	3.044357e+01	1.402900e-01	7.423198e-01	-2.332370e+00	0.000000e+00	3	8.456464e-02
1.866925e+00	2.226498e+01	1.947553e-01	1.240845e-01	-1.555287e+00	0.000000e+00	4	7.818005e-02
1.694606e+00	2.329163e+01	1.467462e-01	1.153923e+00	-2.868243e-01	0.000000e+00	3	1.607276e-01
4.851143e+00	1.911715e+01	9.850546e-02	-1.365832e+00	2.697049e+00	0.000000e+00	2	3.812058e-02
1.505230e+00	1.510649e+01	1.602163e-01	-5.242410e-02	2.224892e+00	0.000000e+00	2	2.960484e-01
2.485475e-03	1.695004e+01	-9.983307e-02	-1.162121e-03	4.068948e-02	0.000000e+00	1	1.000000e+14
3.587159e+00	3.496785e+01	1.303484e-01	1.340086e+00	-2.188010e+00	0.000000e+00	3	8.272133e-02
5.054167e+00	1.714661e+01	1.068147e-01	-7.807066e-01	2.780202e+00	0.000000e+00	2	7.144572e-03
4.498079e+00	2.910911e+01	9.180771e-02	2.930730e+00	1.138647e+00	0.000000e+00	2	4.374862e-01
1.823774e+00	2.439493e+01	1.959588e-01	4.839748e-01	-1.530419e+00	0.000000e+00	4	1.255795e-01
4.673087e+00	2.346483e+01	8.147983e-02	-2.489242e+00	2.252673e+00	0.000000e+00	2	1.546006e-02
1.892604e+00	1.514137e+01	1.793798e-01	-1.143295e+00	7.569794e-01	0.000000e+00	4	1.000000e+14
1.493222e+00	1.524605e+01	1.176085e-01	-1.042576e+00	-2.627969e-01	0.000000e+00	2	1.187543e-02
4.899045e+00	2.359504e+01	7.983172e-02	-2.428706e+00	2.371925e+00	0.000000e+00	2	6.526212e-02
4.771362e+00	2.125051e+01	9.692830e-02	-2.764608e+00	1.289660e+00	0.000000e+00	2	4.521380e-02
1.276609e+00	1.566392e+01	1.829405e-01	-1.951399e+00	1.830814e-01	0.000000e+00	2	1.022660e-02
1.723760e+00	3.389404e+01	1.550741e-01	1.622861e+00	-1.604290e+00	0.000000e+00	4	1.000000e+14
4.964238e+00	1.507453e+01	1.115251e-01	-2.234580e+00	-1.715137e+00	0.000000e+00	2	1.000000e+14
1.885249e+00	2.053182e+01	1.936949e-01	-1.739681e-01	-1.525028e+00	0.000000e+00	4	9.932155e-02
3.306273e+00	3.314484e+01	1.334206e-01	2.523723e+00	-1.547336e-01	0.000000e+00	3	8.277691e-02
1.248383e+00	1.652923e+01	1.716817e-01	-1.960976e+00	7.446440e-01	0.000000e+00	2	4.390432e-02
5.049996e+00	1.606721e+01	1.075582e-01	-2.780217e+00	-7.372065e-01	0.000000e+00	2	2.012581e-02
4.664011e+00	2.488959e+01	8.155842e-02	2.820733e+00	1.817273e+00	0.000000e+00	2	7.696709e-02
