0	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
1	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
2	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
3	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
4	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
5	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
6	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
7	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
8	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
9	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	6.666667e-02	
