0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0.447214	0.894427	
0	0	0	0	0	0	0.894427	0.447214	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0.447214	0	0.894427	
0	0	0	0	0	0.57735	0.57735	0.57735	
0	0	0	0	0	0.447214	0.894427	0	
0	0	0	0	0	0.894427	0	0.447214	
0	0	0	0	0	0.894427	0.447214	0	
0	0	0	0	0	1	0	0	
0	0	0	0	0.447214	0	0	0.894427	
0	0	0	0	0.57735	0	0.57735	0.57735	
0	0	0	0	0.447214	0	0.894427	0	
0	0	0	0	0.57735	0.57735	0	0.57735	
0	0	0	0	0.57735	0.57735	0.57735	0	
0	0	0	0	0.447214	0.894427	0	0	
0	0	0	0	0.894427	0	0	0.447214	
0	0	0	0	0.894427	0	0.447214	0	
0	0	0	0	0.894427	0.447214	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0.447214	0	0	0	0.894427	
0	0	0	0.57735	0	0	0.57735	0.57735	
0	0	0	0.447214	0	0	0.894427	0	
0	0	0	0.57735	0	0.57735	0	0.57735	
0	0	0	0.57735	0	0.57735	0.57735	0	
0	0	0	0.447214	0	0.894427	0	0	
0	0	0	0.57735	0.57735	0	0	0.57735	
0	0	0	0.57735	0.57735	0	0.57735	0	
0	0	0	0.57735	0.57735	0.57735	0	0	
0	0	0	0.447214	0.894427	0	0	0	
0	0	0	0.894427	0	0	0	0.447214	
0	0	0	0.894427	0	0	0.447214	0	
0	0	0	0.894427	0	0.447214	0	0	
0	0	0	0.894427	0.447214	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0.447214	0	0	0	0	0.894427	
0	0	0.57735	0	0	0	0.57735	0.57735	
0	0	0.447214	0	0	0	0.894427	0	
0	0	0.57735	0	0	0.57735	0	0.57735	
0	0	0.57735	0	0	0.57735	0.57735	0	
0	0	0.447214	0	0	0.894427	0	0	
0	0	0.57735	0	0.57735	0	0	0.57735	
0	0	0.57735	0	0.57735	0	0.57735	0	
0	0	0.57735	0	0.57735	0.57735	0	0	
0	0	0.447214	0	0.894427	0	0	0	
0	0	0.57735	0.57735	0	0	0	0.57735	
0	0	0.57735	0.57735	0	0	0.57735	0	
0	0	0.57735	0.57735	0	0.57735	0	0	
0	0	0.57735	0.57735	0.57735	0	0	0	
0	0	0.447214	0.894427	0	0	0	0	
0	0	0.894427	0	0	0	0	0.447214	
0	0	0.894427	0	0	0	0.447214	0	
0	0	0.894427	0	0	0.447214	0	0	
0	0	0.894427	0	0.447214	0	0	0	
0	0	0.894427	0.447214	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0.447214	0	0	0	0	0	0.894427	
0	0.57735	0	0	0	0	0.57735	0.57735	
0	0.447214	0	0	0	0	0.894427	0	
0	0.57735	0	0	0	0.57735	0	0.57735	
0	0.57735	0	0	0	0.57735	0.57735	0	
0	0.447214	0	0	0	0.894427	0	0	
0	0.57735	0	0	0.57735	0	0	0.57735	
0	0.57735	0	0	0.57735	0	0.57735	0	
0	0.57735	0	0	0.57735	0.57735	0	0	
0	0.447214	0	0	0.894427	0	0	0	
0	0.57735	0	0.57735	0	0	0	0.57735	
0	0.57735	0	0.57735	0	0	0.57735	0	
0	0.57735	0	0.57735	0	0.57735	0	0	
0	0.57735	0	0.57735	0.57735	0	0	0	
0	0.447214	0	0.894427	0	0	0	0	
0	0.57735	0.57735	0	0	0	0	0.57735	
0	0.57735	0.57735	0	0	0	0.57735	0	
0	0.57735	0.57735	0	0	0.57735	0	0	
0	0.57735	0.57735	0	0.57735	0	0	0	
0	0.57735	0.57735	0.57735	0	0	0	0	
0	0.447214	0.894427	0	0	0	0	0	
0	0.894427	0	0	0	0	0	0.447214	
0	0.894427	0	0	0	0	0.447214	0	
0	0.894427	0	0	0	0.447214	0	0	
0	0.894427	0	0	0.447214	0	0	0	
0	0.894427	0	0.447214	0	0	0	0	
0	0.894427	0.447214	0	0	0	0	0	
0	1	0	0	0	0	0	0	
0.447214	0	0	0	0	0	0	0.894427	
0.57735	0	0	0	0	0	0.57735	0.57735	
0.447214	0	0	0	0	0	0.894427	0	
0.57735	0	0	0	0	0.57735	0	0.57735	
0.57735	0	0	0	0	0.57735	0.57735	0	
0.447214	0	0	0	0	0.894427	0	0	
0.57735	0	0	0	0.57735	0	0	0.57735	
0.57735	0	0	0	0.57735	0	0.57735	0	
0.57735	0	0	0	0.57735	0.57735	0	0	
0.447214	0	0	0	0.894427	0	0	0	
0.57735	0	0	0.57735	0	0	0	0.57735	
0.57735	0	0	0.57735	0	0	0.57735	0	
0.57735	0	0	0.57735	0	0.57735	0	0	
0.57735	0	0	0.57735	0.57735	0	0	0	
0.447214	0	0	0.894427	0	0	0	0	
0.57735	0	0.57735	0	0	0	0	0.57735	
0.57735	0	0.57735	0	0	0	0.57735	0	
0.57735	0	0.57735	0	0	0.57735	0	0	
0.57735	0	0.57735	0	0.57735	0	0	0	
0.57735	0	0.57735	0.57735	0	0	0	0	
0.447214	0	0.894427	0	0	0	0	0	
0.57735	0.57735	0	0	0	0	0	0.57735	
0.57735	0.57735	0	0	0	0	0.57735	0	
0.57735	0.57735	0	0	0	0.57735	0	0	
0.57735	0.57735	0	0	0.57735	0	0	0	
0.57735	0.57735	0	0.57735	0	0	0	0	
0.57735	0.57735	0.57735	0	0	0	0	0	
0.447214	0.894427	0	0	0	0	0	0	
0.894427	0	0	0	0	0	0	0.447214	
0.894427	0	0	0	0	0	0.447214	0	
0.894427	0	0	0	0	0.447214	0	0	
0.894427	0	0	0	0.447214	0	0	0	
0.894427	0	0	0.447214	0	0	0	0	
0.894427	0	0.447214	0	0	0	0	0	
0.894427	0.447214	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	
0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	0.959403	
0.133631	0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	0.668153	
0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	0.959403	0.1066	
0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	0.668153	
0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	0.668153	0.133631	
0.1066	0.1066	0.1066	0.1066	0.1066	0.959403	0.1066	0.1066	
0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	0.668153	
0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	0.668153	0.133631	
0.133631	0.133631	0.133631	0.133631	0.668153	0.668153	0.133631	0.133631	
0.1066	0.1066	0.1066	0.1066	0.959403	0.1066	0.1066	0.1066	
0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	0.668153	
0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	0.668153	0.133631	
0.133631	0.133631	0.133631	0.668153	0.133631	0.668153	0.133631	0.133631	
0.133631	0.133631	0.133631	0.668153	0.668153	0.133631	0.133631	0.133631	
0.1066	0.1066	0.1066	0.959403	0.1066	0.1066	0.1066	0.1066	
0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	0.668153	
0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	0.668153	0.133631	
0.133631	0.133631	0.668153	0.133631	0.133631	0.668153	0.133631	0.133631	
0.133631	0.133631	0.668153	0.133631	0.668153	0.133631	0.133631	0.133631	
0.133631	0.133631	0.668153	0.668153	0.133631	0.133631	0.133631	0.133631	
0.1066	0.1066	0.959403	0.1066	0.1066	0.1066	0.1066	0.1066	
0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	
0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	
0.133631	0.668153	0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	
0.133631	0.668153	0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	
0.133631	0.668153	0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	
0.133631	0.668153	0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	
0.1066	0.959403	0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	
0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	
0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	
0.668153	0.133631	0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	
0.668153	0.133631	0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	
0.668153	0.133631	0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	
0.668153	0.133631	0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	
0.668153	0.668153	0.133631	0.133631	0.133631	0.133631	0.133631	0.133631	
0.959403	0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	0.1066	
