3.367202e-01	3.367202e-01	4.761943e-01	6.734404e-01	3.048869e-01
1.890375e-01	1.890375e-01	2.673394e-01	3.780750e-01	8.450554e-01
3.255564e-01	3.255564e-01	4.604062e-01	6.511127e-01	3.900057e-01
2.217328e-01	2.217328e-01	3.135776e-01	4.434657e-01	7.788943e-01
3.525177e-01	3.525177e-01	4.985353e-01	7.050353e-01	7.648750e-02
8.090843e-02	8.090843e-02	1.144218e-01	1.618169e-01	9.734632e-01
3.278777e-01	3.278777e-01	4.636891e-01	6.557554e-01	3.741252e-01
3.259647e-01	3.259647e-01	4.609837e-01	6.519295e-01	3.872673e-01
7.536501e-02	7.536501e-02	1.065822e-01	1.507300e-01	9.770163e-01
2.903572e-01	2.903572e-01	4.106271e-01	5.807145e-01	5.705624e-01
9.140534e-02	9.140534e-02	1.292667e-01	1.828107e-01	9.660023e-01
2.970146e-01	2.970146e-01	4.200421e-01	5.940292e-01	5.424560e-01
1.229747e-01	1.229747e-01	1.739126e-01	2.459495e-01	9.375594e-01
3.534207e-01	3.534207e-01	4.998124e-01	7.068415e-01	2.739211e-02
2.974125e-01	2.974125e-01	4.206048e-01	5.948250e-01	5.407092e-01
1.097427e-01	1.097427e-01	1.551996e-01	2.194854e-01	9.506063e-01
3.533717e-01	3.533717e-01	4.997430e-01	7.067433e-01	3.205781e-02
2.968430e-01	2.968430e-01	4.197994e-01	5.936861e-01	5.432069e-01
2.990469e-01	2.990469e-01	4.229162e-01	5.980938e-01	5.334487e-01
3.886870e-03	3.886870e-03	5.496864e-03	7.773739e-03	9.999396e-01
2.908254e-01	2.908254e-01	4.112892e-01	5.816507e-01	5.686518e-01
2.601324e-01	2.601324e-01	3.678827e-01	5.202647e-01	6.772365e-01
1.993542e-01	1.993542e-01	2.819294e-01	3.987084e-01	8.258712e-01
2.919623e-01	2.919623e-01	4.128971e-01	5.839247e-01	5.639716e-01
6.828997e-02	6.828997e-02	9.657661e-02	1.365799e-01	9.811686e-01
