1	3.754703e-22
2	3.214973e-236
3	2.847582e-97
4	1.995952e-43
5	3.648606e-64
6	1.881311e-39
7	1.209447e-118
8	2.014100e-69
9	3.728857e-53
10	1.000000e+00











1	1.141346e-06
2	7.109440e-09
3	4.382693e-179
4	3.677547e-129
5	5.114557e-06
6	2.483293e-63
7	7.468871e-06
8	6.617919e-95
9	4.471921e-01
10	8.944379e-01











1	5.299569e-06
2	5.570126e-96
3	2.143263e-12
4	2.289606e-31
5	2.393471e-73
6	2.730636e-97
7	2.634751e-57
8	2.464006e-08
9	8.944113e-01
10	4.472454e-01











1	5.741487e-09
2	6.289691e-105
3	5.856636e-58
4	6.787496e-10
5	2.527075e-15
6	2.027308e-123
7	4.609774e-57
8	5.920124e-57
9	1.000000e+00
10	2.210662e-76











1	2.086388e-06
2	6.165422e-88
3	1.543071e-06
4	1.087136e-32
5	8.999955e-24
6	5.589157e-23
7	1.735744e-06
8	4.475317e-01
9	7.025948e-47
10	8.947592e-01











1	1.950145e-04
2	7.689098e-05
3	3.798581e-06
4	6.372597e-04
5	3.597647e-05
6	3.262746e-04
7	7.896163e-57
8	5.775845e-01
9	5.774973e-01
10	5.773140e-01











1	4.501800e-05
2	1.521592e-05
3	5.852881e-05
4	1.790584e-06
5	1.840945e-174
6	1.216077e-62
7	3.235233e-122
8	4.470329e-01
9	8.945166e-01
10	1.361757e-73











1	4.781440e-08
2	1.852350e-149
3	1.433808e-65
4	6.169208e-08
5	2.435315e-07
6	7.164842e-81
7	4.235944e-09
8	8.944289e-01
9	1.786399e-35
10	4.472095e-01











1	1.072649e-04
2	6.148990e-05
3	6.765251e-05
4	5.156792e-05
5	3.063479e-06
6	1.038580e-04
7	4.551136e-110
8	8.944247e-01
9	4.472212e-01
10	5.657903e-10











1	6.822765e-10
2	2.080512e-09
3	1.956039e-91
4	1.204601e-10
5	9.630301e-10
6	4.664811e-55
7	2.194029e-62
8	1.000000e+00
9	4.340898e-42
10	2.115835e-143











1	6.117803e-10
2	2.254812e-08
3	6.957565e-09
4	6.296388e-08
5	4.831581e-08
6	6.084578e-06
7	4.469151e-01
8	2.449234e-57
9	2.618103e-12
10	8.945769e-01











1	7.574199e-06
2	3.985194e-05
3	1.889521e-06
4	1.942994e-11
5	1.179934e-05
6	3.216892e-06
7	5.773441e-01
8	5.665047e-108
9	5.773448e-01
10	5.773619e-01











1	1.729102e-04
2	1.310579e-44
3	7.752666e-89
4	7.680934e-231
5	7.456499e-05
6	4.518721e-82
7	4.476634e-01
8	1.049316e-56
9	8.942089e-01
10	2.159125e-80











1	3.281023e-04
2	3.602877e-05
3	1.970463e-08
4	5.308909e-05
5	4.423705e-30
6	3.091599e-61
7	5.772485e-01
8	5.774446e-01
9	1.726505e-19
10	5.773607e-01











1	2.167926e-04
2	1.832189e-91
3	1.344404e-85
4	1.901735e-73
5	5.765143e-70
6	6.885012e-115
7	5.772403e-01
8	5.774684e-01
9	5.773492e-01
10	9.887824e-135











