2.957217e-03	5.003905e-01	4.980776e-01	
7.936467e-02	4.360722e-01	4.859293e-01	
8.474802e-02	5.001763e-01	4.165389e-01	
1.678041e-01	3.337219e-01	5.000440e-01	
1.661600e-01	4.192181e-01	4.166731e-01	
1.649143e-01	5.004926e-01	3.360129e-01	
2.453963e-01	2.579512e-01	4.986940e-01	
2.465924e-01	3.354454e-01	4.194108e-01	
2.470601e-01	4.418163e-01	3.125464e-01	
2.504929e-01	5.004956e-01	2.503900e-01	
3.266594e-01	1.939047e-01	4.808942e-01	
3.264888e-01	2.579683e-01	4.169987e-01	
3.289637e-01	3.356156e-01	3.368423e-01	
3.199798e-01	4.448493e-01	2.365888e-01	
3.318636e-01	4.992050e-01	1.702971e-01	
4.135848e-01	8.826036e-02	4.995845e-01	
4.014385e-01	1.873733e-01	4.126103e-01	
4.080139e-01	2.601377e-01	3.331951e-01	
4.047141e-01	3.452321e-01	2.515281e-01	
4.109204e-01	4.238351e-01	1.672560e-01	
4.131247e-01	4.993025e-01	8.900743e-02	
4.983778e-01	3.787352e-03	4.992783e-01	
4.966624e-01	9.109194e-02	4.136506e-01	
4.935925e-01	1.974438e-01	3.103686e-01	
4.948098e-01	2.581976e-01	2.484104e-01	
4.989689e-01	3.325383e-01	1.699660e-01	
4.965938e-01	4.200511e-01	8.479825e-02	
4.960764e-01	4.999304e-01	6.065736e-03	
2.122761e-01	4.064307e-01	3.826392e-01	
2.258784e-01	3.200987e-01	4.554711e-01	
2.956020e-01	2.374650e-01	4.689929e-01	
3.060017e-01	4.705101e-01	2.249343e-01	
3.001009e-01	3.143799e-01	3.875250e-01	
4.486331e-01	4.281018e-01	1.246753e-01	
3.823645e-01	2.352240e-01	3.837743e-01	
4.143931e-02	5.002291e-01	4.596830e-01	
4.650979e-01	4.713587e-01	6.494907e-02	
4.805987e-01	1.371313e-01	3.836928e-01	
3.815453e-01	3.968246e-01	2.229997e-01	
3.784685e-01	4.899822e-01	1.336037e-01	
4.689568e-01	2.200119e-01	3.124541e-01	
1.252198e-01	4.895385e-01	3.872451e-01	
4.553366e-01	3.138016e-01	2.322671e-01	
2.169245e-01	4.746665e-01	3.098139e-01	
3.641377e-01	3.241539e-01	3.131317e-01	
3.880386e-01	1.391085e-01	4.742756e-01	
4.985582e-01	4.446400e-02	4.583982e-01	
1.291058e-01	3.914583e-01	4.808942e-01	
3.049727e-01	3.844433e-01	3.120057e-01	
1.534458e-03	4.999057e-01	4.999255e-01	
6.702306e-02	4.385595e-01	4.957625e-01	
8.484154e-02	5.001826e-01	4.163717e-01	
1.585002e-01	3.430368e-01	4.999111e-01	
1.636932e-01	4.214992e-01	4.161770e-01	
1.669260e-01	5.004546e-01	3.340452e-01	
2.468944e-01	2.689884e-01	4.854834e-01	
2.485456e-01	3.334716e-01	4.194314e-01	
2.521392e-01	4.404045e-01	3.088757e-01	
2.503264e-01	5.006601e-01	2.503893e-01	
3.276499e-01	1.766126e-01	4.971586e-01	
3.267936e-01	2.576635e-01	4.169987e-01	
3.370411e-01	3.433811e-01	3.210506e-01	
3.143945e-01	4.376388e-01	2.493884e-01	
3.273150e-01	4.990976e-01	1.750112e-01	
4.144526e-01	9.239449e-02	4.945685e-01	
4.076743e-01	1.695465e-01	4.247663e-01	
4.143860e-01	2.762042e-01	3.113518e-01	
4.189339e-01	3.400533e-01	2.429993e-01	
3.953491e-01	4.305411e-01	1.755574e-01	
4.055666e-01	5.002591e-01	9.559711e-02	
4.983778e-01	3.787352e-03	4.992783e-01	
4.959922e-01	8.592967e-02	4.194830e-01	
4.953728e-01	2.576227e-01	2.484065e-01	
4.957877e-01	3.356718e-01	1.699563e-01	
4.958067e-01	4.285022e-01	7.711328e-02	
4.830772e-01	5.006076e-01	1.775129e-02	
2.249455e-01	3.937623e-01	3.826398e-01	
2.185357e-01	3.150030e-01	4.678927e-01	
2.941392e-01	2.390956e-01	4.687904e-01	
3.034760e-01	4.732533e-01	2.247340e-01	
2.927556e-01	3.220028e-01	3.872451e-01	
4.486331e-01	4.281018e-01	1.246753e-01	
3.682451e-01	2.615937e-01	3.716197e-01	
4.690133e-01	4.937430e-01	3.933341e-02	
4.506890e-01	1.629636e-01	3.877673e-01	
3.815568e-01	3.968346e-01	2.229790e-01	
3.842254e-01	4.988357e-01	1.183735e-01	
4.691060e-01	2.213289e-01	3.109883e-01	
1.147311e-01	4.964831e-01	3.901450e-01	
4.957912e-01	2.985465e-01	2.070800e-01	
2.197488e-01	4.727949e-01	3.088757e-01	
3.716485e-01	1.700198e-01	4.596830e-01	
