2.578084e-09	1.331256e-09	5.002745e-01
5.538521e-05	4.174143e-02	4.585024e-01
8.296406e-06	8.335910e-02	4.169482e-01
2.734335e-05	1.251520e-01	3.751587e-01
1.324768e-04	1.668378e-01	3.333289e-01
1.072245e-04	2.085313e-01	2.916903e-01
4.356348e-05	2.501841e-01	2.501110e-01
6.224249e-09	2.918606e-01	2.085057e-01
1.713397e-04	3.332231e-01	1.669812e-01
1.962584e-09	3.752372e-01	1.251075e-01
4.253789e-06	4.169948e-01	8.333862e-02
1.187527e-08	4.588190e-01	4.161008e-02
1.859286e-08	5.003130e-01	1.784735e-10
4.166394e-02	1.445549e-04	4.586305e-01
4.169563e-02	4.174285e-02	4.169032e-01
4.133437e-02	8.314932e-02	3.758430e-01
4.178730e-02	1.251746e-01	3.333121e-01
4.185035e-02	1.669275e-01	2.915062e-01
4.170419e-02	2.083524e-01	2.503113e-01
4.150549e-02	2.500253e-01	2.088077e-01
4.157013e-02	2.919512e-01	1.667649e-01
4.179772e-02	3.335266e-01	1.250853e-01
4.180418e-02	3.752520e-01	8.325404e-02
4.162683e-02	4.170414e-01	4.205466e-02
4.163212e-02	4.587099e-01	3.685767e-08
8.332896e-02	1.695190e-08	4.170278e-01
8.343784e-02	4.193057e-02	3.753726e-01
8.356457e-02	8.357693e-02	3.331957e-01
8.338340e-02	1.251260e-01	2.918675e-01
8.334375e-02	1.668414e-01	2.501488e-01
8.327594e-02	2.084609e-01	2.086021e-01
8.356602e-02	2.500493e-01	1.667551e-01
8.370425e-02	2.917560e-01	1.248675e-01
8.341756e-02	3.336033e-01	8.331576e-02
8.325815e-02	3.750523e-01	4.201783e-02
8.324391e-02	4.171891e-01	2.290920e-08
1.251164e-01	2.007488e-05	3.752166e-01
1.250213e-01	4.168909e-02	3.336422e-01
1.252266e-01	8.359411e-02	2.917082e-01
1.252594e-01	1.253465e-01	2.497509e-01
1.253473e-01	1.670272e-01	2.084700e-01
1.250763e-01	2.084976e-01	1.667345e-01
1.248816e-01	2.503578e-01	1.250829e-01
1.252795e-01	2.921578e-01	8.340827e-02
1.250139e-01	3.337110e-01	4.157200e-02
1.250958e-01	3.752074e-01	1.476891e-07
1.666808e-01	7.540555e-06	3.335980e-01
1.667351e-01	4.145971e-02	2.920910e-01
1.665990e-01	8.359554e-02	2.501582e-01
1.665436e-01	1.251646e-01	2.085898e-01
1.666711e-01	1.667039e-01	1.669462e-01
1.666726e-01	2.086422e-01	1.251198e-01
1.664912e-01	2.504794e-01	8.331460e-02
1.669467e-01	2.923402e-01	4.099397e-02
1.666739e-01	3.336461e-01	2.373490e-08
2.086016e-01	1.002933e-05	2.916726e-01
2.083213e-01	4.193590e-02	2.498146e-01
2.083659e-01	8.336282e-02	2.086115e-01
2.084619e-01	1.250859e-01	1.667214e-01
2.083995e-01	1.670333e-01	1.251723e-01
2.085952e-01	2.085455e-01	8.316267e-02
2.084329e-01	2.500821e-01	4.182905e-02
2.084943e-01	2.918134e-01	1.145248e-07
2.499655e-01	1.838161e-05	2.500950e-01
2.501112e-01	4.160060e-02	2.085824e-01
2.502436e-01	8.344520e-02	1.666701e-01
2.501447e-01	1.251030e-01	1.251520e-01
2.499985e-01	1.669740e-01	8.331291e-02
2.500418e-01	2.084742e-01	4.182916e-02
2.500140e-01	2.500635e-01	2.322879e-08
2.919901e-01	1.313512e-05	2.084316e-01
2.920267e-01	4.187765e-02	1.665379e-01
2.917504e-01	8.351045e-02	1.250642e-01
2.919801e-01	1.250920e-01	8.328419e-02
2.919392e-01	1.667115e-01	4.163512e-02
2.918072e-01	2.085124e-01	9.423777e-08
3.337055e-01	1.526753e-05	1.668079e-01
3.336962e-01	4.168216e-02	1.250679e-01
3.335554e-01	8.337694e-02	8.334953e-02
3.336152e-01	1.251904e-01	4.169510e-02
3.334847e-01	1.668830e-01	1.073635e-07
3.751627e-01	1.718119e-05	1.251292e-01
3.753175e-01	4.171995e-02	8.333324e-02
3.752167e-01	8.325537e-02	4.182725e-02
3.752101e-01	1.251022e-01	1.145259e-07
4.169191e-01	1.551798e-05	8.340448e-02
4.169360e-01	4.173904e-02	4.161485e-02
4.169587e-01	8.336777e-02	5.124994e-07
4.584913e-01	5.301341e-05	4.174099e-02
4.585990e-01	4.169904e-02	4.815993e-08
5.003041e-01	1.571693e-07	7.572107e-09
6.250247e-02	3.753696e-01	6.258503e-02
